0,0,80
1,0,65
2,0,20
3,0,65
4,0,75
5,0,75
6,0,20
7,0,5
8,0,15
9,0,40
10,0,35
11,5,70
12,5,45
13,5,60
14,5,20
15,5,0
16,5,55
17,5,25
18,5,85
19,5,25
20,5,85
21,5,30
22,5,35
23,5,0
24,5,5
25,5,0
26,5,30
27,5,75
28,5,50
29,5,5
30,5,85
31,5,0
32,5,55
33,5,95
34,5,75
35,5,80
36,10,75
37,10,30
38,10,65
39,10,65
40,10,0
41,10,55
42,10,30
43,10,75
44,10,50
45,10,60
46,10,0
47,10,10
48,10,50
49,10,35
50,10,30
51,10,50
52,10,0
53,10,80
54,10,10
55,10,10
56,10,60
57,10,20
58,10,0
59,10,30
60,10,20
61,10,10
62,10,20
63,15,65
64,15,85
65,15,45
66,15,80
67,15,55
68,15,70
69,15,5
70,15,45
71,15,20
72,15,70
73,15,50
74,15,50
75,20,65
76,20,85
77,20,40
78,20,95
79,20,10
80,20,25
81,20,50
82,20,95
83,20,15
84,20,70
85,20,40
86,20,55
87,20,25
88,20,10
89,20,0
90,20,50
91,20,40
92,20,80
93,25,50
94,25,50
95,25,65
96,25,65
97,25,45
98,25,95
99,25,45
100,25,90
101,25,15
102,25,80
103,25,70
104,25,30
105,25,55
106,25,80
107,25,75
108,25,15
109,25,65
110,25,30
111,25,75
112,30,70
113,30,0
114,30,20
115,30,25
116,30,15
117,30,65
118,30,5
119,30,40
120,30,10
121,30,85
122,30,35
123,30,75
124,30,30
125,30,55
126,30,55
127,30,30
128,30,25
129,30,30
130,30,0
131,30,5
132,30,40
133,35,45
134,35,25
135,35,15
136,35,70
137,35,65
138,35,85
139,35,40
140,35,25
141,35,90
142,35,85
143,35,70
144,35,30
145,35,10
146,35,70
147,35,90
148,40,40
149,40,60
150,40,75
151,40,5
152,40,5
153,40,85
154,40,20
155,40,70
156,40,50
157,40,55
158,40,30
159,40,0
160,40,95
161,40,40
162,40,20
163,40,70
164,40,5
165,45,95
166,45,50
167,45,55
168,45,40
169,45,60
170,45,0
171,45,80
172,45,65
173,45,60
174,45,20
175,45,95
176,45,90
177,45,95
178,45,55
179,45,5
180,45,85
181,45,15
182,50,55
183,50,40
184,50,65
185,50,20
186,50,80
187,50,60
188,50,80
189,50,55
